bookID,title,authors,average_rating,language_code,  num_pages,publisher,Imp_Features,bookID_idx
9427,The Story of Chicago May,Nuala O'Faolain,3.24,en-US,307,Riverhead Books,The Story of Chicago May Nuala O'Faolain Riverhead Books,2200
9431,Chicago Stories,James T. Farrell/Charles Fanning,3.89,en-US,296,University of Illinois Press,Chicago Stories James T. Farrell/Charles Fanning University of Illinois Press,2201
9435,Chicago Stories: Tales of the City,John  Miller/Stuart Dybek,3.6,eng,224,Chronicle Books,Chicago Stories: Tales of the City John  Miller/Stuart Dybek Chronicle Books,2202
9438,The Basic Works of Aristotle,Aristotle/Richard Peter McKeon/C.D.C. Reeve,4.24,eng,1487,Modern Library/Random House (NY),The Basic Works of Aristotle Aristotle/Richard Peter McKeon/C.D.C. Reeve Modern Library/Random House (NY),2203
9439,Fear and Trembling and The Sickness Unto Death,Søren Kierkegaard/Walter Lowrie,4.1,eng,420,Princeton University Press,Fear and Trembling and The Sickness Unto Death Søren Kierkegaard/Walter Lowrie Princeton University Press,2204
9444,The Complete Collected Poems,Maya Angelou,4.42,eng,273,Random House,The Complete Collected Poems Maya Angelou Random House,2205
9454,Hegel's Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel/A.V. Miller/John Niemeyer Findlay,3.93,eng,640,Oxford University Press,Hegel's Phenomenology of Spirit Georg Wilhelm Friedrich Hegel/A.V. Miller/John Niemeyer Findlay Oxford University Press,2206
9456,Preface to the Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel/Yirmiyahu Yovel,4.06,eng,223,Princeton University Press,Preface to the Phenomenology of Spirit Georg Wilhelm Friedrich Hegel/Yirmiyahu Yovel Princeton University Press,2207
9462,Plato: Complete Works,Plato/John M. Cooper/Benjamin Jowett/Dorothea Frede/Alexander Nehamas/Paul Woodruff/Anthony Kenny/Rosamond Kent Sprague/Nicholas D. Smith/Karen Bell/D.S. Hutchinson/Donald J. Zeyl/Francisco J. González/Diskin Clay/Malcolm Schofield/Glenn R. Morrow/Jonathan Barnes/G.M.A. Grube/Brad Inwood/Mark Joyal/Jackson P. Hershbell/J.M. Edmonds/C.D.C. Reeve/Myles Burnyeat/Nicholas P. White/Mary Louise Gill/C.J. Rowe/Stanley Lombardo/David Gallop/Jeffrey Mitscherling/Richard D. McKiharan Jr./Andrew S. Becker/Mark Reuter/M.J. Levett/Paul        Ryan,4.35,eng,1838,Hackett Publishing Company  Inc.,Plato: Complete Works Plato/John M. Cooper/Benjamin Jowett/Dorothea Frede/Alexander Nehamas/Paul Woodruff/Anthony Kenny/Rosamond Kent Sprague/Nicholas D. Smith/Karen Bell/D.S. Hutchinson/Donald J. Zeyl/Francisco J. González/Diskin Clay/Malcolm Schofield/Glenn R. Morrow/Jonathan Barnes/G.M.A. Grube/Brad Inwood/Mark Joyal/Jackson P. Hershbell/J.M. Edmonds/C.D.C. Reeve/Myles Burnyeat/Nicholas P. White/Mary Louise Gill/C.J. Rowe/Stanley Lombardo/David Gallop/Jeffrey Mitscherling/Richard D. McKiharan Jr./Andrew S. Becker/Mark Reuter/M.J. Levett/Paul        Ryan Hackett Publishing Company  Inc.,2208
9464,A Guided Tour of 5 Works by Plato: Euthyphro/Apology/Crito/Phaedo/Cave,Christopher Biffle/Plato,4.33,eng,125,Mayfield Publishing Company (NY),A Guided Tour of 5 Works by Plato: Euthyphro/Apology/Crito/Phaedo/Cave Christopher Biffle/Plato Mayfield Publishing Company (NY),2209
9475,Midnight for Charlie Bone (The Children of the Red King  #1),Jenny Nimmo,3.82,eng,401,Orchard Books,Midnight for Charlie Bone (The Children of the Red King  #1) Jenny Nimmo Orchard Books,2210
9479,The Midnight Mystery (The Boxcar Children  #95),Gertrude Chandler Warner,3.9,eng,128,Albert Whitman  Company,The Midnight Mystery (The Boxcar Children  #95) Gertrude Chandler Warner Albert Whitman  Company,2211
9484,Within a Budding Grove (In Search of Lost Time  #2),Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright,4.4,eng,749,Modern Library,Within a Budding Grove (In Search of Lost Time  #2) Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright Modern Library,2212
9486,Exclusion & Embrace: A Theological Exploration of Identity  Otherness  and Reconciliation,Miroslav Volf,4.27,eng,306,Abingdon Press,Exclusion & Embrace: A Theological Exploration of Identity  Otherness  and Reconciliation Miroslav Volf Abingdon Press,2213
9487,A Time to Embrace (Timeless Love  #2),Karen Kingsbury,4.35,eng,400,Thomas Nelson,A Time to Embrace (Timeless Love  #2) Karen Kingsbury Thomas Nelson,2214
9489,Devil's Embrace (Devil  #1),Catherine Coulter,3.8,eng,397,Signet,Devil's Embrace (Devil  #1) Catherine Coulter Signet,2215
9490,The Book of Embraces,Eduardo Galeano/Cedric Belfrage/Mark Schafer,4.3,eng,288,W.W. Norton & Company,The Book of Embraces Eduardo Galeano/Cedric Belfrage/Mark Schafer W.W. Norton & Company,2216
9491,Experiencing Father's Embrace,Jack Frost,4.33,eng,256,Destiny Image Incorporated,Experiencing Father's Embrace Jack Frost Destiny Image Incorporated,2217
9493,A Time to Embrace: Same-Gender Relationships in Religion  Law  and Politics,William Stacy Johnson,4.21,en-US,330,William B. Eerdmans Publishing Company,A Time to Embrace: Same-Gender Relationships in Religion  Law  and Politics William Stacy Johnson William B. Eerdmans Publishing Company,2218
9497,Memory's Embrace (Corbins  #3),Linda Lael Miller,4.19,eng,320,Pocket Books,Memory's Embrace (Corbins  #3) Linda Lael Miller Pocket Books,2219
9498,Beauty: The Invisible Embrace,John O'Donohue,4.47,en-US,261,Harper Perennial,Beauty: The Invisible Embrace John O'Donohue Harper Perennial,2220
9501,Embrace,Mark Behr,3.8,eng,726,Little  Brown Book Group,Embrace Mark Behr Little  Brown Book Group,2221
9503,Saving Fish from Drowning,Amy Tan,3.43,eng,472,Ballantine Books,Saving Fish from Drowning Amy Tan Ballantine Books,2222
9507,Virginia Woolf: An Inner Life,Julia Briggs,4.15,eng,544,Mariner Books,Virginia Woolf: An Inner Life Julia Briggs Mariner Books,2223
9512,Measure for Measure,William Shakespeare,3.68,eng,224,Penguin Group(CA),Measure for Measure William Shakespeare Penguin Group(CA),2224
9515,Henry Adams and the Making of America,Garry Wills,3.79,en-US,480,Houghton Mifflin Harcourt,Henry Adams and the Making of America Garry Wills Houghton Mifflin Harcourt,2225
9516,Persepolis: The Story of a Childhood (Persepolis  #1),Marjane Satrapi/Mattias Ripa,4.25,eng,153,Pantheon,Persepolis: The Story of a Childhood (Persepolis  #1) Marjane Satrapi/Mattias Ripa Pantheon,2226
9517,Persepolis 2: The Story of a Return (Persepolis  #2),Marjane Satrapi/Anjali Singh,4.24,eng,187,Pantheon Books,Persepolis 2: The Story of a Return (Persepolis  #2) Marjane Satrapi/Anjali Singh Pantheon Books,2227
9525,Chicken with Plums,Marjane Satrapi,3.86,en-US,84,Pantheon Books,Chicken with Plums Marjane Satrapi Pantheon Books,2228
9526,Embroideries,Marjane Satrapi/Anjali Singh,3.86,eng,144,Pantheon,Embroideries Marjane Satrapi/Anjali Singh Pantheon,2229
9529,The Shadow of the Wind (The Cemetery of Forgotten Books  #1),Carlos Ruiz Zafón/Lucia Graves,4.26,eng,520,Phoenix Press,The Shadow of the Wind (The Cemetery of Forgotten Books  #1) Carlos Ruiz Zafón/Lucia Graves Phoenix Press,2230
9531,Peter and the Shadow Thieves (Peter and the Starcatchers  #2),Dave Barry/Ridley Pearson/Greg Call,4.16,eng,557,Hyperion Books,Peter and the Shadow Thieves (Peter and the Starcatchers  #2) Dave Barry/Ridley Pearson/Greg Call Hyperion Books,2231
9532,Ender's Shadow (The Shadow Series  #1),Orson Scott Card,4.31,eng,469,Starscape,Ender's Shadow (The Shadow Series  #1) Orson Scott Card Starscape,2232
9534,Shadow of the Hegemon (The Shadow Series  #2),Orson Scott Card,3.95,eng,451,Tor Books,Shadow of the Hegemon (The Shadow Series  #2) Orson Scott Card Tor Books,2233
9538,Shadow Dance (Buchanan-Renard  #6),Julie Garwood,4,eng,336,Ballantine Books,Shadow Dance (Buchanan-Renard  #6) Julie Garwood Ballantine Books,2234
9539,The Shadow Rising (The Wheel of Time  #4),Robert Jordan,4.24,eng,1007,Tom Doherty Tor Fantasy,The Shadow Rising (The Wheel of Time  #4) Robert Jordan Tom Doherty Tor Fantasy,2235
9540,The Shadow Party: How George Soros  Hillary Clinton  and Sixties Radicals Seized Control of the Democratic Party,David Horowitz/Richard Poe,4.2,en-US,304,Thomas Nelson,The Shadow Party: How George Soros  Hillary Clinton  and Sixties Radicals Seized Control of the Democratic Party David Horowitz/Richard Poe Thomas Nelson,2236
9542,Cast in Shadow (Chronicles of Elantra  #1),Michelle Sagara/Michelle Sagara West,3.79,eng,507,Luna,Cast in Shadow (Chronicles of Elantra  #1) Michelle Sagara/Michelle Sagara West Luna,2237
9544,Owning Your Own Shadow: Understanding the Dark Side of the Psyche,Robert A. Johnson,4.04,eng,118,HarperOne,Owning Your Own Shadow: Understanding the Dark Side of the Psyche Robert A. Johnson HarperOne,2238
9550,In Praise of Shadows,Jun'ichirō Tanizaki/Thomas J. Harper/Edward G. Seidensticker,4.09,eng,73,Vintage Classics,In Praise of Shadows Jun'ichirō Tanizaki/Thomas J. Harper/Edward G. Seidensticker Vintage Classics,2239
9551,Shadow of the Almighty: The Life and Testament of Jim Elliot,Elisabeth Elliot,4.4,eng,272,HarperOne,Shadow of the Almighty: The Life and Testament of Jim Elliot Elisabeth Elliot HarperOne,2240
9553,Shadow Game (GhostWalkers  #1),Christine Feehan,4.12,eng,323,Berkley Books,Shadow Game (GhostWalkers  #1) Christine Feehan Berkley Books,2241
9556,The Elephant Vanishes,Haruki Murakami/Alfred Birnbaum/Jay Rubin,3.86,eng,327,Vintage Books,The Elephant Vanishes Haruki Murakami/Alfred Birnbaum/Jay Rubin Vintage Books,2242
9557,Sputnik Sweetheart,Haruki Murakami/Philip Gabriel,3.83,eng,229,Vintage,Sputnik Sweetheart Haruki Murakami/Philip Gabriel Vintage,2243
9558,Back to Wando Passo,David     Payne,3.25,en-US,448,William Morrow,Back to Wando Passo David     Payne William Morrow,2244
9566,Still Life with Woodpecker,Tom Robbins,4.05,eng,288,No Exit Press,Still Life with Woodpecker Tom Robbins No Exit Press,2245
9567,Half Asleep in Frog Pajamas,Tom Robbins,3.74,eng,389,No Exit Press,Half Asleep in Frog Pajamas Tom Robbins No Exit Press,2246
9590,God Bless You  Mr. Rosewater,Kurt Vonnegut Jr.,3.96,eng,288,Dial Press,God Bless You  Mr. Rosewater Kurt Vonnegut Jr. Dial Press,2247
9591,Wampeters  Foma and Granfalloons,Kurt Vonnegut Jr.,3.79,en-US,318,Dial Press Trade Paperback,Wampeters  Foma and Granfalloons Kurt Vonnegut Jr. Dial Press Trade Paperback,2248
9592,Mother Night,Kurt Vonnegut Jr.,4.22,eng,282,Dial Press,Mother Night Kurt Vonnegut Jr. Dial Press,2249
9593,Galápagos,Kurt Vonnegut Jr.,3.88,eng,324,Dial Press,Galápagos Kurt Vonnegut Jr. Dial Press,2250
9594,Timequake,Kurt Vonnegut Jr.,3.72,eng,219,Vintage Classics,Timequake Kurt Vonnegut Jr. Vintage Classics,2251
9595,Slapstick  or Lonesome No More!,Kurt Vonnegut Jr.,3.87,eng,288,Dial Press,Slapstick  or Lonesome No More! Kurt Vonnegut Jr. Dial Press,2252
9599,Like Shaking Hands with God: A Conversation About Writing,Kurt Vonnegut Jr./Lee Stringer,3.72,en-US,80,Washington Square Press,Like Shaking Hands with God: A Conversation About Writing Kurt Vonnegut Jr./Lee Stringer Washington Square Press,2253
9602,Palm Sunday: An Autobiographical Collage,Kurt Vonnegut Jr.,3.77,eng,300,Dial Press,Palm Sunday: An Autobiographical Collage Kurt Vonnegut Jr. Dial Press,2254
9603,Sun  Moon  Star,Kurt Vonnegut Jr./Ivan Chermayeff,3.78,eng,62,HarperCollins Publishers,Sun  Moon  Star Kurt Vonnegut Jr./Ivan Chermayeff HarperCollins Publishers,2255
9605,Cat's Cradle/God Bless You Mr. Rosewater/Breakfast of Champions,Kurt Vonnegut Jr.,4.36,eng,527,Wings Books,Cat's Cradle/God Bless You Mr. Rosewater/Breakfast of Champions Kurt Vonnegut Jr. Wings Books,2256
9619,Bradbury Stories: 100 of His Most Celebrated Tales,Ray Bradbury,4.41,eng,912,William Morrow Paperbacks,Bradbury Stories: 100 of His Most Celebrated Tales Ray Bradbury William Morrow Paperbacks,2257
9620,Farewell Summer (Green Town  #3),Ray Bradbury,3.72,eng,211,William Morrow,Farewell Summer (Green Town  #3) Ray Bradbury William Morrow,2258
9622,Classic Stories 1: The Golden Apples of the Sun/R is for Rocket,Ray Bradbury,4.21,eng,348,Bantam Books,Classic Stories 1: The Golden Apples of the Sun/R is for Rocket Ray Bradbury Bantam Books,2259
9623,Dandelion Wine,Ray Bradbury,4.09,en-US,267,William Morrow,Dandelion Wine Ray Bradbury William Morrow,2260
9626,The Homecoming,Ray Bradbury/Dave McKean,4.08,en-US,56,Collins Design,The Homecoming Ray Bradbury/Dave McKean Collins Design,2261
9629,Zen in the Art of Writing: Essays on Creativity,Ray Bradbury,4.1,en-US,176,Joshua Odell Editions,Zen in the Art of Writing: Essays on Creativity Ray Bradbury Joshua Odell Editions,2262
9632,Switch on the Night,Ray Bradbury/Leo Dillon/Diane Dillon,4.13,en-US,40,Dragonfly Books,Switch on the Night Ray Bradbury/Leo Dillon/Diane Dillon Dragonfly Books,2263
9633,The Best of Ray Bradbury,Ray Bradbury/Dave Gibbons/Richard Corben/Mike Mignola,4.07,eng,162,iBooks,The Best of Ray Bradbury Ray Bradbury/Dave Gibbons/Richard Corben/Mike Mignola iBooks,2264
9635,The Bradbury Chronicles: The Life of Ray Bradbury,Sam Weller,4.24,en-US,384,Harper Perennial,The Bradbury Chronicles: The Life of Ray Bradbury Sam Weller Harper Perennial,2265
9638,The Cat's Pajamas,Ray Bradbury,3.73,eng,234,William Morrow Paperbacks,The Cat's Pajamas Ray Bradbury William Morrow Paperbacks,2266
9639,Essays,George Orwell/John Carey,4.33,eng,1369,Everyman's Library Classics,Essays George Orwell/John Carey Everyman's Library Classics,2267
9644,Why I Write,George Orwell,4.03,eng,120,Penguin Books,Why I Write George Orwell Penguin Books,2268
9646,Homage to Catalonia,George Orwell/Lionel Trilling,4.14,eng,232,Harcourt  Inc.(Harvest Book),Homage to Catalonia George Orwell/Lionel Trilling Harcourt  Inc.(Harvest Book),2269
9648,Keep the Aspidistra Flying,George Orwell,3.88,eng,277,Penguin Books Ltd,Keep the Aspidistra Flying George Orwell Penguin Books Ltd,2270
9652,The Orwell Reader: Fiction  Essays  and Reportage,George Orwell/Richard H. Rovere,4.38,eng,480,Mariner Books,The Orwell Reader: Fiction  Essays  and Reportage George Orwell/Richard H. Rovere Mariner Books,2271
9653,If on a Winter's Night a Traveler,Italo Calvino/William Weaver/Peter Washington,4.05,eng,254,Everyman's Library,If on a Winter's Night a Traveler Italo Calvino/William Weaver/Peter Washington Everyman's Library,2272
9657,Parachutes & Kisses,Erica Jong,3.46,eng,405,Tarcherperigee,Parachutes & Kisses Erica Jong Tarcherperigee,2273
9659,Fear of Fifty: A Midlife Memoir,Erica Jong,3.55,eng,329,Tarcherperigee,Fear of Fifty: A Midlife Memoir Erica Jong Tarcherperigee,2274
9660,How to Save Your Own Life: An Isadora Wing Novel,Erica Jong/Anthony Burgess,3.6,eng,313,Tarcherperigee,How to Save Your Own Life: An Isadora Wing Novel Erica Jong/Anthony Burgess Tarcherperigee,2275
9666,Any Woman's Blues,Erica Jong,3.51,eng,362,Tarcherperigee,Any Woman's Blues Erica Jong Tarcherperigee,2276
9669,What Do Women Want?: Essays by Erica Jong,Erica Jong,3.69,eng,309,Tarcherperigee,What Do Women Want?: Essays by Erica Jong Erica Jong Tarcherperigee,2277
9677,Fanny: Being the True History of the Adventures of Fanny Hackabout-Jones,Erica Jong,3.79,eng,512,W. W. Norton  Company,Fanny: Being the True History of the Adventures of Fanny Hackabout-Jones Erica Jong W. W. Norton  Company,2278
9681,Serenissima aka Shylock's Daughter,Erica Jong,3.29,eng,384,Dell,Serenissima aka Shylock's Daughter Erica Jong Dell,2279
9696,Dogeaters,Jessica Hagedorn,3.59,eng,96,Theatre Communications Group,Dogeaters Jessica Hagedorn Theatre Communications Group,2280
9704,Crescent and Star: Turkey Between Two Worlds,Stephen Kinzer,3.84,eng,272,Farrar  Straus and Giroux,Crescent and Star: Turkey Between Two Worlds Stephen Kinzer Farrar  Straus and Giroux,2281
9712,Love in the Time of Cholera,Gabriel García Márquez/Edith Grossman,3.91,eng,348,Vintage International,Love in the Time of Cholera Gabriel García Márquez/Edith Grossman Vintage International,2282
9714,Gabriel Garcia Marquez's Love in the Time of Cholera: A Reader's Guide,Thomas Fahy,4.24,eng,188,Bloomsbury Academic,Gabriel Garcia Marquez's Love in the Time of Cholera: A Reader's Guide Thomas Fahy Bloomsbury Academic,2283
9717,The Unbearable Lightness of Being,Milan Kundera/Michael Henry Heim,4.1,eng,320,Harper Perennial,The Unbearable Lightness of Being Milan Kundera/Michael Henry Heim Harper Perennial,2284
9723,Obasan,Joy Kogawa,3.64,eng,320,Anchor Books,Obasan Joy Kogawa Anchor Books,2285
9735,Ender's Game Boxed Set: Ender's Game  Ender's Shadow  Shadow of the Hegemon,Orson Scott Card,4.49,en-US,1296,Tor Books,Ender's Game Boxed Set: Ender's Game  Ender's Shadow  Shadow of the Hegemon Orson Scott Card Tor Books,2286
9742,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,3.75,eng,375,Crown,The Audacity of Hope: Thoughts on Reclaiming the American Dream Barack Obama Crown,2287
9746,Mao: The Unknown Story,Jung Chang/Jon Halliday,3.83,eng,801,Anchor Books,Mao: The Unknown Story Jung Chang/Jon Halliday Anchor Books,2288
9754,The Art of War,Mao Zedong,4.2,eng,328,El Paso Norte Press,The Art of War Mao Zedong El Paso Norte Press,2289
9755,Oracle Bones: A Journey Between China's Past and Present,Peter Hessler,4.18,eng,512,Harper,Oracle Bones: A Journey Between China's Past and Present Peter Hessler Harper,2290
9767,The Wild Swans,Peg Kerr,3.67,eng,464,Aspect,The Wild Swans Peg Kerr Aspect,2291
9784,Women in Love,D.H. Lawrence,3.67,eng,416,Dover Publications,Women in Love D.H. Lawrence Dover Publications,2292
9786,Women Who Love Too Much,Robin Norwood,4.02,eng,314,Arrow,Women Who Love Too Much Robin Norwood Arrow,2293
9787,Men Who Hate Women and the Women Who Love Them: When Loving Hurts and You Don't Know Why,Susan Forward/Joan Torres,4.09,eng,304,Bantam,Men Who Hate Women and the Women Who Love Them: When Loving Hurts and You Don't Know Why Susan Forward/Joan Torres Bantam,2294
9789,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,eng,284,Broadway Books,A Walk in the Woods: Rediscovering America on the Appalachian Trail Bill Bryson Broadway Books,2295
9796,A Walk in the Woods (Stickerific),Walt Disney Company,3.5,eng,16,Golden/Disney,A Walk in the Woods (Stickerific) Walt Disney Company Golden/Disney,2296
9799,The Fortress of Solitude,Jonathan Lethem,3.88,eng,528,Faber and Faber,The Fortress of Solitude Jonathan Lethem Faber and Faber,2297
9802,Fortress of Solitude / The Devil Genghis,Kenneth Robeson/Lester Dent,3.99,eng,128,Nostalgia Ventures,Fortress of Solitude / The Devil Genghis Kenneth Robeson/Lester Dent Nostalgia Ventures,2298
9806,Our Ancestors: The Cloven Viscount  The Baron in the Trees  The Non-Existent Knight,Italo Calvino,4.27,eng,393,Picador,Our Ancestors: The Cloven Viscount  The Baron in the Trees  The Non-Existent Knight Italo Calvino Picador,2299
9811,Difficult Loves,Italo Calvino,3.94,en-US,300,Mariner Books,Difficult Loves Italo Calvino Mariner Books,2300
9813,The Nonexistent Knight & The Cloven Viscount,Italo Calvino,4.03,en-US,272,Mariner Books,The Nonexistent Knight & The Cloven Viscount Italo Calvino Mariner Books,2301
9815,The View from Castle Rock,Alice Munro,3.68,eng,349,Alfred A. Knopf,The View from Castle Rock Alice Munro Alfred A. Knopf,2302
9816,The View From Castle Rock,Alice Munro,3.68,eng,368,McClelland and Stewart,The View From Castle Rock Alice Munro McClelland and Stewart,2303
9820,Crossing to Safety,Wallace Stegner/Terry Tempest Williams/T.H. Watkins,4.16,eng,368,Modern Library,Crossing to Safety Wallace Stegner/Terry Tempest Williams/T.H. Watkins Modern Library,2304
9826,Oh Rats! The Story of Rats and People,Albert Marrin/C.B. Mordan,3.77,eng,48,Dutton Books for Young Readers,Oh Rats! The Story of Rats and People Albert Marrin/C.B. Mordan Dutton Books for Young Readers,2305
9827,King Rat (Asian Saga  #4),James Clavell,4.14,eng,368,Delta,King Rat (Asian Saga  #4) James Clavell Delta,2306
9828,Rat Bastards: The Life and Times of South Boston's Most Honorable Irish Mobster,"John ""Red"" Shea/Mark Wahlberg",3.51,eng,304,William Morrow,"Rat Bastards: The Life and Times of South Boston's Most Honorable Irish Mobster John ""Red"" Shea/Mark Wahlberg William Morrow",2307
9831,Julius Knipl  Real Estate Photographer: The Beauty Supply District,Ben Katchor,4.35,eng,120,Pantheon,Julius Knipl  Real Estate Photographer: The Beauty Supply District Ben Katchor Pantheon,2308
9832,Blind Willow  Sleeping Woman: 24 Stories,Haruki Murakami/Ellen Archer/Patrick Lawlor,3.84,eng,0,Tantor Media,Blind Willow  Sleeping Woman: 24 Stories Haruki Murakami/Ellen Archer/Patrick Lawlor Tantor Media,2309
9833,Blind Willow  Sleeping Woman,Haruki Murakami/Philip Gabriel/Jay Rubin,3.84,eng,333,Alfred A. Knopf,Blind Willow  Sleeping Woman Haruki Murakami/Philip Gabriel/Jay Rubin Alfred A. Knopf,2310
9838,The Bookseller of Kabul,Åsne Seierstad/Ingrid Christopherson,3.77,en-US,288,Little  Brown and Company,The Bookseller of Kabul Åsne Seierstad/Ingrid Christopherson Little  Brown and Company,2311
9840,Jasmine and Stars: Reading More Than Lolita in Tehran,Fatemeh Keshavarz,3.63,en-US,174,University of North Carolina Press,Jasmine and Stars: Reading More Than Lolita in Tehran Fatemeh Keshavarz University of North Carolina Press,2312
9841,Making Globalization Work,Joseph E. Stiglitz,3.85,eng,384,W. W. Norton  Company,Making Globalization Work Joseph E. Stiglitz W. W. Norton  Company,2313
9844,Prep : A Novel,Curtis Sittenfeld,3.38,eng,420,Random House Trade Paperbacks,Prep : A Novel Curtis Sittenfeld Random House Trade Paperbacks,2314
9862,Tan fuerte  tan cerca,Jonathan Safran Foer,3.98,eng,457,Lumen,Tan fuerte  tan cerca Jonathan Safran Foer Lumen,2315
9863,The Wizard of Oz,Salman Rushdie/Richard Maltby/Melvyn Bragg,4,eng,69,British Film Institute,The Wizard of Oz Salman Rushdie/Richard Maltby/Melvyn Bragg British Film Institute,2316
9864,The Ground Beneath Her Feet,Salman Rushdie,3.79,eng,576,Picador,The Ground Beneath Her Feet Salman Rushdie Picador,2317
9865,The Moor's Last Sigh,Salman Rushdie,3.93,eng,434,Vintage,The Moor's Last Sigh Salman Rushdie Vintage,2318
9873,Dangling Man,Saul Bellow/Salman Rushdie,3.54,eng,191,Penguin Classics,Dangling Man Saul Bellow/Salman Rushdie Penguin Classics,2319
9875,Grimus,Salman Rushdie,3.41,eng,320,Random House Trade,Grimus Salman Rushdie Random House Trade,2320
9888,Breakfast at Tiffany's,Truman Capote,3.89,eng,157,Penguin Books,Breakfast at Tiffany's Truman Capote Penguin Books,2321
9897,Jesus' Son,Denis Johnson,4.09,eng,192,Methuen Publishing,Jesus' Son Denis Johnson Methuen Publishing,2322
9903,Angels,Denis Johnson,3.72,eng,209,Vintage,Angels Denis Johnson Vintage,2323
9904,The Throne of the Third Heaven of the Nations Millennium General Assembly: Poems Collected and New,Denis Johnson,4.15,eng,225,Harper Perennial,The Throne of the Third Heaven of the Nations Millennium General Assembly: Poems Collected and New Denis Johnson Harper Perennial,2324
9908,The Stars at Noon,Denis Johnson,3.58,eng,192,Harper Perennial,The Stars at Noon Denis Johnson Harper Perennial,2325
9912,The Rules of Attraction,Bret Easton Ellis,3.68,eng,283,Vintage Contemporaries,The Rules of Attraction Bret Easton Ellis Vintage Contemporaries,2326
9913,Glamorama,Bret Easton Ellis,3.46,eng,546,Vintage,Glamorama Bret Easton Ellis Vintage,2327
9915,Less Than Zero,Bret Easton Ellis,3.58,eng,208,Vintage Books,Less Than Zero Bret Easton Ellis Vintage Books,2328
9919,A Christmas Memory,Truman Capote,4.24,eng,48,Knopf Books for Young Readers,A Christmas Memory Truman Capote Knopf Books for Young Readers,2329
9921,The Southern Haunting of Truman Capote,James C.    Simmons/Marie Rudisill,3.9,eng,135,Cumberland House Publishing,The Southern Haunting of Truman Capote James C.    Simmons/Marie Rudisill Cumberland House Publishing,2330
9922,Summer Crossing,Truman Capote,3.44,eng,142,Modern Library,Summer Crossing Truman Capote Modern Library,2331
9923,Answered Prayers,Truman Capote,3.49,eng,192,Penguin Classics,Answered Prayers Truman Capote Penguin Classics,2332
9924,The Grass Harp  Including A Tree of Night and Other Stories,Truman Capote,4.01,eng,272,Vintage,The Grass Harp  Including A Tree of Night and Other Stories Truman Capote Vintage,2333
9929,From Babylon to Timbuktu: A History of the Ancient Black Races Including the Black Hebrews,Rudolph R. Windsor/El Hagahn,4.31,eng,151,Windsor Golden Series,From Babylon to Timbuktu: A History of the Ancient Black Races Including the Black Hebrews Rudolph R. Windsor/El Hagahn Windsor Golden Series,2334
9931,Cruelest Journey: Six Hundred Miles To Timbuktu,Kira Salak,3.93,eng,320,National Geographic Society,Cruelest Journey: Six Hundred Miles To Timbuktu Kira Salak National Geographic Society,2335
9936,Between Time and Timbuktu or Prometheus-5,Kurt Vonnegut Jr.,3.46,eng,304,Delta,Between Time and Timbuktu or Prometheus-5 Kurt Vonnegut Jr. Delta,2336
9950,Murder in Amsterdam: The Death of Theo van Gogh and the Limits of Tolerance,Ian Buruma,3.72,eng,288,Penguin Press HC  The,Murder in Amsterdam: The Death of Theo van Gogh and the Limits of Tolerance Ian Buruma Penguin Press HC  The,2337
9957,The Cement Garden,Ian McEwan,3.54,eng,144,Vintage,The Cement Garden Ian McEwan Vintage,2338
9961,Atonement,Ian McEwan,3.9,eng,372,Vintage,Atonement Ian McEwan Vintage,2339
9974,Gertrud The Great Of Helfta: Spiritual Exercises,Gertrude the Great/Gertrud Jaron Lewis,3.43,eng,165,Cistercian Publications,Gertrud The Great Of Helfta: Spiritual Exercises Gertrude the Great/Gertrud Jaron Lewis Cistercian Publications,2340
9997,The Ruined Map,Kōbō Abe/E. Dale Saunders,3.55,eng,304,Vintage,The Ruined Map Kōbō Abe/E. Dale Saunders Vintage,2341
10000,The Face of Another,Kōbō Abe/E. Dale Saunders,3.78,eng,238,Vintage,The Face of Another Kōbō Abe/E. Dale Saunders Vintage,2342
10002,Three Plays: Involuntary Homicide / The Green Stockings / The Ghost is Here,Kōbō Abe/Donald Keene,3.91,eng,233,Columbia University Press,Three Plays: Involuntary Homicide / The Green Stockings / The Ghost is Here Kōbō Abe/Donald Keene Columbia University Press,2343
10004,Secret Rendezvous,Kōbō Abe/Juliet Winters Carpenter,3.61,eng,192,Vintage,Secret Rendezvous Kōbō Abe/Juliet Winters Carpenter Vintage,2344
10006,Oracle Night,Paul Auster,3.78,eng,245,Henry Holt,Oracle Night Paul Auster Henry Holt,2345
10008,Eleanor Rigby,Douglas Coupland,3.65,eng,272,Bloomsbury USA,Eleanor Rigby Douglas Coupland Bloomsbury USA,2346
10009,Homo Faber,Max Frisch,3.74,eng,228,Mariner Books,Homo Faber Max Frisch Mariner Books,2347
10029,The Philosophy of Jean-Paul Sartre,Jean-Paul Sartre,3.89,eng,512,Vintage,The Philosophy of Jean-Paul Sartre Jean-Paul Sartre Vintage,2348
